name	score
peak_00884	4
peak_00885	4
peak_00886	4
peak_00887	3
peak_00888	2
peak_00889	2
peak_00890	4
peak_00891	3
peak_00892	0
peak_00893	2
peak_00894	3
peak_00895	0
peak_00896	1
peak_00897	2
peak_00898	3
peak_00899	2
peak_00900	1
peak_00901	3
peak_00902	0
peak_00903	3
peak_00904	4
peak_00905	0
peak_00906	1
peak_00907	2
peak_00908	4
peak_00909	0
peak_00910	2
peak_00911	1
peak_00912	4
peak_00913	2
peak_00914	1
peak_00915	0
peak_00916	3
peak_00917	2
peak_00918	0
peak_00919	3
peak_00920	2
peak_00921	4
peak_00922	0
peak_00923	3
peak_00924	3
peak_00925	3
peak_00926	4
peak_00927	0
peak_00928	3
peak_00929	2
peak_00930	0
peak_00931	0
peak_00932	0
peak_00933	1
peak_00934	4
peak_00935	0
peak_00936	4
peak_00937	3
peak_00938	1
peak_00939	4
peak_00940	0
peak_00941	0
peak_00942	3
peak_00943	3
peak_00944	1
peak_00945	2
peak_00946	1
peak_00947	0
peak_00948	2
peak_00949	3
peak_00950	2
peak_00951	2
peak_00952	0
peak_00953	1
peak_00954	3
peak_00955	3
peak_00956	1
peak_00957	4
peak_00958	4
peak_00959	1
peak_00960	0
peak_00961	4
peak_00962	2
peak_00963	2
peak_00964	3
peak_00965	4
peak_00966	1
peak_00967	3
peak_00968	1
peak_00969	1
peak_00970	2
peak_00971	4
peak_00972	1
peak_00973	3
peak_00974	4
peak_00975	0
peak_00976	2
peak_00977	3
peak_00978	3
peak_00979	0
peak_00980	1
peak_00981	4
peak_00982	1
peak_00983	4
peak_00984	3
peak_00985	4
peak_00986	0
peak_00987	0
peak_00988	3
peak_00989	1
peak_00990	0
peak_00991	2
peak_00992	4
peak_00993	0
peak_00994	3
peak_00995	1
peak_00996	4
peak_00997	4
peak_00998	0
peak_00999	2
peak_01000	2
peak_01001	4
peak_01002	3
peak_01003	2
peak_01004	0
peak_01005	3
peak_01006	1
peak_01007	2
peak_01008	3
peak_01009	1
peak_01010	4
peak_01011	2
peak_01012	3
peak_01013	0
peak_01014	4
peak_01015	4
peak_01016	3
peak_01017	0
peak_01018	4
peak_01019	0
peak_01020	2
peak_01021	2
peak_01022	2
peak_01023	3
peak_01024	0
peak_01025	2
peak_01026	3
peak_01027	0
peak_01028	4
peak_01029	4
peak_01030	3
peak_01031	1
peak_01032	1
peak_01033	2
peak_01034	0
peak_01035	4
peak_01036	2
peak_01037	0
peak_01038	1
peak_01039	1
peak_01040	1
peak_01041	4
peak_01042	4
peak_01043	4
peak_01044	4
peak_01045	0
peak_01046	0
peak_01047	4
peak_01048	4
peak_01049	2
peak_01050	3
peak_01051	2
peak_01052	1
peak_01053	0
peak_01054	4
peak_01055	2
peak_01056	3
peak_01057	0
peak_01058	1
peak_01059	3
peak_01060	2
peak_01061	3
peak_01062	3
peak_01063	4
peak_01064	0
peak_01065	0
peak_01066	1
peak_01067	4
peak_01068	4
peak_01069	0
peak_01070	1
peak_01071	4
peak_01072	0
peak_01073	2
peak_01074	1
peak_01075	4
peak_01076	0
peak_01077	1
peak_01078	2
peak_01079	4
peak_01080	1
peak_01081	0
peak_01082	0
peak_01083	4
peak_01084	1
peak_01085	3
peak_01086	3
peak_01087	0
peak_01088	4
peak_01089	2
peak_01090	3
peak_01091	0
peak_01092	2
peak_01093	2
peak_01094	2
peak_01095	3
peak_01096	1
peak_01097	0
peak_01098	4
peak_01099	0
peak_01100	4
peak_01101	0
peak_01102	0
peak_01103	4
peak_01104	1
peak_01105	3
peak_01106	0
peak_01107	3
peak_01108	2
peak_01109	2
peak_01110	4
peak_01111	4
peak_01112	4
peak_01113	2
peak_01114	1
peak_01115	0
peak_01116	3
peak_01117	1
peak_01118	4
peak_01119	1
peak_01120	2
peak_01121	1
peak_01122	0
peak_01123	2
peak_01124	0
peak_01125	2
peak_01126	2
peak_01127	2
peak_01128	2
peak_01129	2
peak_01130	1
peak_01131	3
peak_01132	4
peak_01133	1
peak_01134	4
peak_01135	0
peak_01136	2
peak_01137	3
peak_01138	0
peak_01139	2
peak_01140	4
peak_01141	0
peak_01142	3
peak_01143	3
peak_01144	4
peak_01145	1
peak_01146	4
peak_01147	2
peak_01148	4
peak_01149	4
peak_01150	0
peak_01151	0
peak_01152	3
peak_01153	3
peak_01154	4
peak_01155	4
peak_01156	1
peak_01157	0
peak_01158	3
peak_01159	0
peak_01160	0
peak_01161	2
peak_01162	4
peak_01163	1
peak_01164	4
peak_01165	0
peak_01166	2
peak_01167	3
peak_01168	4
peak_01169	0
peak_01170	4
peak_01171	0
peak_01172	2
peak_01173	1
peak_01174	0
peak_01175	0
peak_01176	2
peak_01177	4
peak_01178	4
peak_01179	3
peak_01180	2
peak_01181	1
peak_01182	4
peak_01183	1
peak_01184	2
peak_01185	0
peak_01186	2
peak_01187	3
peak_01188	4
peak_01189	2
peak_01190	2
peak_01191	2
peak_01192	4
peak_01193	0
peak_01194	4
peak_01195	3
peak_01196	0
peak_01197	0
peak_01198	4
peak_01199	4
peak_01200	0
peak_01201	4
peak_01202	2
peak_01203	3
peak_01204	4
peak_01205	4
peak_01206	4
peak_01207	3
peak_01208	4
peak_01209	3
peak_01210	4
peak_01211	4
peak_01212	1
peak_01213	3
peak_01214	0
peak_01215	2
peak_01216	3
peak_01217	1
peak_01218	2
peak_01219	2
peak_01220	4
peak_01221	4
peak_01222	3
peak_01223	1
peak_01224	4
peak_01225	0
peak_01226	0
peak_01227	4
peak_01228	0
peak_01229	2
peak_01230	3
peak_01231	4
peak_01232	1
peak_01233	1
peak_01234	0
peak_01235	3
peak_01236	1
peak_01237	0
peak_01238	0
peak_01239	3
peak_01240	0
peak_01241	4
peak_01242	1
peak_01243	0
peak_01244	3
peak_01245	2
peak_01246	3
peak_01247	4
peak_01248	3
peak_01249	3
peak_01250	1
peak_01251	1
peak_01252	3
peak_01253	3
peak_01254	1
peak_01255	3
peak_01256	2
peak_01257	2
peak_01258	0
peak_01259	2
peak_01260	1
peak_01261	3
peak_01262	4
peak_01263	1
peak_01264	3
peak_01265	3
peak_01266	4
peak_01267	3
peak_01268	0
peak_01269	3
peak_01270	1
peak_01271	3
peak_01272	3
peak_01273	0
peak_01274	1
peak_01275	0
peak_01276	4
peak_01277	2
peak_01278	2
peak_01279	1
peak_01280	3
peak_01281	0
peak_01282	1
peak_01283	4
peak_01284	1
peak_01285	4
peak_01286	3
peak_01287	1
peak_01288	3
peak_01289	4
peak_01290	1
peak_01291	2
peak_01292	2
peak_01293	0
peak_01294	1
peak_01295	4
peak_01296	2
peak_01297	3
peak_01298	3
peak_01299	0
peak_01300	4
peak_01301	1
peak_01302	4
peak_01303	3
peak_01304	0
peak_01305	1
peak_01306	1
peak_01307	3
peak_01308	2
peak_01309	2
peak_01310	0
peak_01311	4
peak_01312	3
peak_01313	1
peak_01314	2
peak_01315	3
peak_01316	4
peak_01317	4
peak_01318	4
peak_01319	0
peak_01320	1
peak_01321	0
peak_01322	2
peak_01323	1
peak_01324	0
peak_01325	3
peak_01326	0
peak_01327	0
peak_01328	2
peak_01329	3
peak_01330	2
peak_01331	3
peak_01332	3
peak_01333	3
peak_01334	4
peak_01335	1
peak_01336	3
peak_01337	2
peak_01338	2
peak_01339	2
peak_01340	0
peak_01341	1
peak_01342	0
peak_01343	1
peak_01344	0
peak_01345	4
peak_01346	1
peak_01347	4
peak_01348	3
peak_01349	4
peak_01350	2
peak_01351	0
peak_01352	4
peak_01353	4
peak_01354	2
peak_01355	2
peak_01356	1
peak_01357	0
peak_01358	4
peak_01359	1
peak_01360	4
peak_01361	1
peak_01362	4
peak_01363	3
peak_01364	1
peak_01365	1
peak_01366	2
peak_01367	2
peak_01368	4
peak_01369	2
peak_01370	1
peak_01371	2
peak_01372	2
peak_01373	0
peak_01374	1
peak_01375	4
peak_01376	4
peak_01377	2
peak_01378	0
peak_01379	0
peak_01380	1
peak_01381	3
peak_01382	3
peak_01383	2
peak_01384	1
peak_01385	0
peak_01386	1
peak_01387	3
peak_01388	1
peak_01389	0
peak_01390	3
peak_01391	3
peak_01392	2
peak_01393	0
peak_01394	2
peak_01395	3
peak_01396	3
peak_01397	3
peak_01398	1
peak_01399	0
peak_01400	4
peak_01401	4
peak_01402	3
peak_01403	0
peak_01404	4
peak_01405	4
peak_01406	3
peak_01407	4
peak_01408	1
peak_01409	1
peak_01410	1
peak_01411	0
peak_01412	1
peak_01413	1
peak_01414	2
peak_01415	1
peak_01416	4
peak_01417	0
peak_01418	1
peak_01419	2
peak_01420	4
peak_01421	1
peak_01422	1
peak_01423	4
peak_01424	4
peak_01425	4
peak_01426	2
peak_01427	0
peak_01428	2
peak_01429	1
peak_01430	1
peak_01431	4
peak_01432	4
peak_01433	2
peak_01434	1
peak_01435	4
peak_01436	3
peak_01437	4
peak_01438	3
peak_01439	2
peak_01440	1
peak_01441	3
peak_01442	1
peak_01443	2
peak_01444	4
peak_01445	4
peak_01446	0
peak_01447	2
peak_01448	0
peak_01449	1
peak_01450	2
peak_01451	1
peak_01452	0
peak_01453	1
peak_01454	2
peak_01455	3
peak_01456	3
peak_01457	4
peak_01458	1
peak_01459	4
peak_01460	2
peak_01461	3
peak_01462	2
peak_01463	3
peak_01464	3
peak_01465	2
peak_01466	4
peak_01467	2
peak_01468	0
peak_01469	2
peak_01470	2
peak_01471	3
peak_01472	4
peak_01473	4
peak_01474	1
peak_01475	4
peak_01476	3
peak_01477	4
peak_01478	4
peak_01479	3
peak_01480	3
peak_01481	1
peak_01482	1
peak_01483	3
peak_01484	3
peak_01485	0
peak_01486	3
peak_01487	1
peak_01488	1
peak_01489	0
peak_01490	4
peak_01491	2
peak_01492	4
peak_01493	4
peak_01494	3
peak_01495	1
peak_01496	1
peak_01497	3
peak_01498	3
peak_01499	3
peak_01500	4
peak_01501	2
peak_01502	3
peak_01503	1
peak_01504	4
peak_01505	2
peak_01506	3
peak_01507	1
peak_01508	1
peak_01509	1
peak_01510	3
peak_01511	0
peak_01512	1
peak_01513	0
peak_01514	1
peak_01515	2
peak_01516	1
peak_01517	2
peak_01518	3
peak_01519	3
peak_01520	4
peak_01521	4
peak_01522	4
peak_01523	3
peak_01524	3
peak_01525	2
peak_01526	2
peak_01527	0
peak_01528	2
peak_01529	0
peak_01530	1
peak_01531	0
peak_01532	2
peak_01533	4
peak_01534	3
peak_01535	1
peak_01536	2
peak_01537	2
peak_01538	4
peak_01539	2
peak_01540	1
peak_01541	0
peak_01542	3
peak_01543	4
peak_01544	0
peak_01545	3
peak_01546	4
peak_01547	1
peak_01548	1
peak_01549	0
peak_01550	0
peak_01551	4
peak_01552	3
peak_01553	4
peak_01554	3
peak_01555	3
peak_01556	2
peak_01557	2
peak_01558	1
peak_01559	3
peak_01560	4
peak_01561	2
peak_01562	2
peak_01563	1
peak_01564	2
peak_01565	3
peak_01566	3
peak_01567	2
peak_01568	2
peak_01569	3
peak_01570	3
peak_01571	0
peak_01572	4
peak_01573	4
peak_01574	1
peak_01575	2
peak_01576	3
peak_01577	4
peak_01578	2
peak_01579	0
peak_01580	3
peak_01581	0
peak_01582	0
peak_01583	1
peak_01584	0
peak_01585	2
peak_01586	3
peak_01587	4
peak_01588	1
peak_01589	0
peak_01590	2
peak_01591	2
peak_01592	3
peak_01593	0
peak_01594	0
peak_01595	3
peak_01596	0
peak_01597	2
peak_01598	3
peak_01599	1
peak_01600	1
peak_01601	0
peak_01602	2
peak_01603	1
peak_01604	1
peak_01605	3
peak_01606	4
peak_01607	4
peak_01608	2
peak_01609	2
peak_01610	1
peak_01611	3
peak_01612	1
peak_01613	3
peak_01614	1
peak_01615	1
peak_01616	3
peak_01617	3
peak_01618	1
peak_01619	3
peak_01620	1
peak_01621	3
peak_01622	0
peak_01623	3
peak_01624	0
peak_01625	1
peak_01626	4
peak_01627	0
peak_01628	0
peak_01629	3
peak_01630	1
peak_01631	3
peak_01632	2
peak_01633	2
peak_01634	0
peak_01635	1
peak_01636	1
peak_01637	3
peak_01638	0
peak_01639	0
peak_01640	4
peak_01641	3
peak_01642	1
peak_01643	1
peak_01644	4
peak_01645	3
peak_01646	0
peak_01647	1
peak_01648	1
peak_01649	2
peak_01650	1
peak_01651	1
peak_01652	3
peak_01653	2
peak_01654	1
peak_01655	4
peak_01656	1
peak_01657	2
peak_01658	3
peak_01659	0
peak_01660	3
peak_01661	1
peak_01662	4
peak_01663	3
peak_01664	1
peak_01665	2
peak_01666	1
peak_01667	3
peak_01668	4
peak_01669	1
peak_01670	4
peak_01671	2
peak_01672	1
peak_01673	0
peak_01674	1
peak_01675	1
peak_01676	3
peak_01677	1
peak_01678	1
peak_01679	4
peak_01680	0
peak_01681	3
peak_01682	3
peak_01683	3
peak_01684	1
peak_01685	2
peak_01686	2
peak_01687	1
peak_01688	0
peak_01689	1
peak_01690	1
peak_01691	3
peak_01692	4
peak_01693	0
peak_01694	3
peak_01695	4
peak_01696	2
peak_01697	3
peak_01698	3
peak_01699	0
peak_01700	0
peak_01701	3
peak_01702	2
peak_01703	3
peak_01704	1
peak_01705	3
peak_01706	3
peak_01707	4
peak_01708	3
peak_01709	3
peak_01710	2
peak_01711	2
peak_01712	4
peak_01713	4
peak_01714	1
peak_01715	4
peak_01716	3
peak_01717	4
peak_01718	0
peak_01719	1
peak_01720	4
peak_01721	3
peak_01722	1
peak_01723	2
peak_01724	2
peak_01725	1
peak_01726	1
peak_01727	2
peak_01728	3
peak_01729	3
peak_01730	0
peak_01731	3
peak_01732	2
peak_01733	0
peak_01734	4
peak_01735	3
peak_01736	2
peak_01737	4
peak_01738	1
peak_01739	2
peak_01740	2
peak_01741	1
peak_01742	3
peak_01743	3
peak_01744	4
peak_01745	2
peak_01746	0
peak_01747	4
peak_01748	3
peak_01749	1
peak_01750	0
peak_01751	4
peak_01752	3
peak_01753	1
peak_01754	1
peak_01755	4
peak_01756	3
peak_01757	4
peak_01758	4
peak_01759	0
peak_01760	4
peak_01761	1
peak_01762	4
peak_01763	4
peak_01764	2
peak_01765	4
peak_01766	0
peak_01767	3
peak_01768	2
peak_01769	4
peak_01770	1
peak_01771	3
peak_01772	2
peak_01773	4
peak_01774	3
peak_01775	4
peak_01776	4
peak_01777	0
peak_01778	2
peak_01779	3
peak_01780	2
peak_01781	0
peak_01782	2
peak_01783	0
peak_01784	0
peak_01785	4
peak_01786	1
peak_01787	2
peak_01788	2
peak_01789	3
peak_01790	0
peak_01791	4
peak_01792	2
peak_01793	3
peak_01794	2
peak_01795	0
peak_01796	0
peak_01797	3
peak_01798	1
peak_01799	4
peak_01800	0
peak_01801	1
peak_01802	4
peak_01803	2
peak_01804	3
peak_01805	3
peak_01806	4
peak_01807	3
peak_01808	4
peak_01809	3
peak_01810	0
peak_01811	4
peak_01812	1
peak_01813	3
peak_01814	2
peak_01815	2
peak_01816	2
peak_01817	4
peak_01818	1
peak_01819	4
peak_01820	2
peak_01821	0
peak_01822	2
peak_01823	0
peak_01824	2
peak_01825	4
peak_01826	0
peak_01827	0
peak_01828	4
peak_01829	3
peak_01830	4
peak_01831	1
peak_01832	3
peak_01833	3
peak_01834	2
peak_01835	1
peak_01836	3
peak_01837	0
peak_01838	4
peak_01839	4
peak_01840	2
peak_01841	1
peak_01842	3
peak_01843	3
peak_01844	1
peak_01845	2
peak_01846	4
peak_01847	0
peak_01848	1
peak_01849	1
peak_01850	4
peak_01851	2
peak_01852	0
peak_01853	1
peak_01854	1
peak_01855	0
peak_01856	1
peak_01857	2
peak_01858	1
peak_01859	1
peak_01860	2
peak_01861	1
peak_01862	0
peak_01863	3
peak_01864	1
peak_01865	4
peak_01866	1
peak_01867	1
peak_01868	1
peak_01869	1
peak_01870	1
peak_01871	3
peak_01872	4
peak_01873	0
peak_01874	2
peak_01875	2
peak_01876	4
peak_01877	3
peak_01878	0
peak_01879	0
peak_01880	0
peak_01881	3
peak_01882	1
peak_01883	2
peak_01884	0
peak_01885	3
peak_01886	3
peak_01887	3
peak_01888	3
peak_01889	0
peak_01890	4
peak_01891	4
peak_01892	3
peak_01893	1
peak_01894	2
peak_01895	4
peak_01896	3
peak_01897	1
peak_01898	2
peak_01899	3
peak_01900	4
peak_01901	4
peak_01902	4
peak_01903	1
peak_01904	4
peak_01905	3
peak_01906	4
peak_01907	2
peak_01908	2
peak_01909	4
peak_01910	3
peak_01911	0
peak_01912	0
peak_01913	1
peak_01914	0
peak_01915	2
peak_01916	4
peak_01917	2
peak_01918	1
peak_01919	4
peak_01920	2
peak_01921	3
peak_01922	3
peak_01923	4
peak_01924	0
peak_01925	3
peak_01926	0
peak_01927	2
peak_01928	4
peak_01929	4
peak_01930	0
peak_01931	2
peak_01932	2
peak_01933	2
peak_01934	1
peak_01935	2
peak_01936	3
peak_01937	4
peak_01938	0
peak_01939	1
peak_01940	4
peak_01941	4
peak_01942	3
peak_01943	4
peak_01944	1
peak_01945	0
peak_01946	0
peak_01947	4
peak_01948	4
peak_01949	4
peak_01950	3
peak_01951	2
peak_01952	4
peak_01953	2
peak_01954	0
peak_01955	2
peak_01956	2
peak_01957	4
peak_01958	3
peak_01959	2
peak_01960	4
peak_01961	3
peak_01962	2
peak_01963	3
peak_01964	2
peak_01965	2
peak_01966	4
peak_01967	4
peak_01968	0
peak_01969	3
peak_01970	0
peak_01971	3
peak_01972	2
peak_01973	4
peak_01974	3
peak_01975	0
peak_01976	0
peak_01977	3
peak_01978	0
peak_01979	2
peak_01980	3
peak_01981	0
peak_01982	4
peak_01983	0
peak_01984	2
peak_01985	4
peak_01986	2
peak_01987	4
peak_01988	4
peak_01989	4
peak_01990	1
peak_01991	2
peak_01992	4
peak_01993	0
peak_01994	0
peak_01995	3
peak_01996	0
peak_01997	2
peak_01998	2
peak_01999	0
peak_02000	4
peak_02001	0
peak_02002	4
peak_02003	1
peak_02004	4
peak_02005	3
peak_02006	4
peak_02007	4
peak_02008	2
peak_02009	2
peak_02010	3
peak_02011	0
peak_02012	4
peak_02013	0
peak_02014	0
peak_02015	3
peak_02016	4
peak_02017	4
peak_02018	3
peak_02019	0
peak_02020	2
peak_02021	0
peak_02022	4
peak_02023	2
peak_02024	0
peak_02025	1
peak_02026	4
peak_02027	4
peak_02028	2
peak_02029	3
peak_02030	3
peak_02031	0
peak_02032	4
peak_02033	3
peak_02034	0
peak_02035	2
peak_02036	3
peak_02037	0
peak_02038	0
peak_02039	4
peak_02040	3
peak_02041	4
peak_02042	4
peak_02043	2
peak_02044	2
peak_02045	4
peak_02046	0
peak_02047	1
peak_02048	1
peak_02049	0
peak_02050	4
peak_02051	3
peak_02052	4
peak_02053	2
peak_02054	3
peak_02055	1
peak_02056	3
peak_02057	4
peak_02058	3
peak_02059	4
peak_02060	3
peak_02061	2
peak_02062	3
peak_02063	1
peak_02064	2
peak_02065	0
peak_02066	3
peak_02067	2
peak_02068	2
peak_02069	3
peak_02070	2
peak_02071	4
peak_02072	3
peak_02073	4
peak_02074	1
peak_02075	0
peak_02076	3
peak_02077	3
peak_02078	4
peak_02079	0
peak_02080	0
peak_02081	4
peak_02082	3
peak_02083	0
peak_02084	4
peak_02085	0
peak_02086	2
peak_02087	0
peak_02088	3
peak_02089	4
peak_02090	4
peak_02091	2
peak_02092	1
peak_02093	1
peak_02094	3
peak_02095	0
peak_02096	0
peak_02097	2
peak_02098	4
peak_02099	3
peak_02100	4
peak_02101	3
peak_02102	0
peak_02103	0
peak_02104	0
peak_02105	1
peak_02106	1
peak_02107	0
peak_02108	1
peak_02109	1
peak_02110	3
peak_02111	1
peak_02112	4
peak_02113	4
peak_02114	0
peak_02115	2
peak_02116	4
peak_02117	3
peak_02118	4
peak_02119	0
peak_02120	4
peak_02121	0
peak_02122	3
peak_02123	4
peak_02124	2
peak_02125	3
peak_02126	4
peak_02127	3
peak_02128	3
peak_02129	3
peak_02130	1
peak_02131	1
peak_02132	1
peak_02133	3
peak_02134	3
peak_02135	4
peak_02136	4
peak_02137	1
peak_02138	3
peak_02139	4
peak_02140	2
peak_02141	4
peak_02142	0
peak_02143	2
peak_02144	1
peak_02145	4
peak_02146	4
peak_02147	3
peak_02148	3
peak_02149	0
peak_02150	1
peak_02151	0
peak_02152	4
peak_02153	1
peak_02154	1
peak_02155	4
peak_02156	4
peak_02157	1
peak_02158	2
peak_02159	0
peak_02160	1
peak_02161	0
peak_02162	1
peak_02163	1
peak_02164	0
peak_02165	3
peak_02166	2
peak_02167	0
peak_02168	0
peak_02169	2
peak_02170	2
peak_02171	3
peak_02172	3
peak_02173	3
peak_02174	4
peak_02175	3
peak_02176	1
peak_02177	4
peak_02178	4
peak_02179	1
peak_02180	1
peak_02181	3
peak_02182	4
peak_02183	4
peak_02184	4
peak_02185	2
peak_02186	1
peak_02187	3
peak_02188	0
peak_02189	2
peak_02190	2
peak_02191	1
peak_02192	4
peak_02193	3
peak_02194	0
peak_02195	2
peak_02196	3
peak_02197	3
peak_02198	2
peak_02199	0
peak_02200	1
peak_02201	0
peak_02202	4
peak_02203	1
peak_02204	4
peak_02205	0
peak_02206	4
peak_02207	1
peak_02208	3
peak_02209	1
peak_02210	4
peak_02211	4
peak_02212	0
peak_02213	0
peak_02214	1
peak_02215	3
peak_02216	0
peak_02217	1
peak_02218	3
peak_02219	1
peak_02220	3
peak_02221	3
peak_02222	0
peak_02223	1
peak_02224	3
peak_02225	1
peak_02226	3
peak_02227	4
peak_02228	4
peak_02229	4
peak_02230	0
peak_02231	3
peak_02232	1
peak_02233	3
peak_02234	0
peak_02235	2
peak_02236	0
peak_02237	2
peak_02238	2
peak_02239	3
peak_02240	0
peak_02241	1
peak_02242	4
peak_02243	0
peak_02244	4
peak_02245	0
peak_02246	3
peak_02247	3
peak_02248	1
peak_02249	0
peak_02250	2
peak_02251	0
peak_02252	0
peak_02253	0
peak_02254	0
peak_02255	0
peak_02256	4
peak_02257	3
peak_02258	1
peak_02259	4
peak_02260	0
peak_02261	4
peak_02262	0
peak_02263	4
peak_02264	1
peak_02265	4
peak_02266	1
peak_02267	1
peak_02268	3
peak_02269	3
peak_02270	4
peak_02271	0
peak_02272	4
peak_02273	2
peak_02274	0
peak_02275	1
peak_02276	4
peak_02277	4
peak_02278	1
peak_02279	0
peak_02280	2
peak_02281	1
peak_02282	2
peak_02283	3
peak_02284	2
peak_02285	0
peak_02286	3
peak_02287	3
peak_02288	1
peak_02289	1
peak_02290	0
peak_02291	0
peak_02292	4
peak_02293	0
peak_02294	2
peak_02295	0
peak_02296	4
peak_02297	4
peak_02298	2
peak_02299	1
peak_02300	1
peak_02301	0
peak_02302	0
peak_02303	0
peak_02304	0
peak_02305	0
peak_02306	0
peak_02307	1
peak_02308	2
peak_02309	2
peak_02310	0
peak_02311	4
peak_02312	1
peak_02313	0
peak_02314	4
peak_02315	3
peak_02316	1
peak_02317	4
peak_02318	4
peak_02319	4
peak_02320	3
peak_02321	2
peak_02322	3
peak_02323	1
peak_02324	2
peak_02325	0
peak_02326	2
peak_02327	3
peak_02328	2
peak_02329	3
peak_02330	3
peak_02331	0
peak_02332	0
peak_02333	4
peak_02334	3
peak_02335	0
peak_02336	4
peak_02337	0
peak_02338	0
peak_02339	2
peak_02340	1
peak_02341	0
peak_02342	0
peak_02343	0
peak_02344	0
peak_02345	0
peak_02346	1
peak_02347	0
peak_02348	1
peak_02349	2
